thread_name,username,post_content,posted_at
THE CRUISE @ BANDAR PUTERI PUCHONG ,TSaccetera,Really?,"Sep 3 2016, 11:50 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,keane04,"Higher than le pavillion but dunno by how much. My wild guess, starting 500k++","Sep 3 2016, 11:51 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,keane04,Yes Pat kor. Ioi cash rich ma. Their puteri hills still selling...,"Sep 3 2016, 11:54 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,TSaccetera,Ic...,"Sep 4 2016, 12:00 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,kozakee,WIP actively!,"Sep 4 2016, 06:22 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,ISawYou,any updates for this?,"Sep 13 2016, 12:26 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,~PropertyLover,Any1 know this project selling price per sqft?,"Oct 7 2016, 10:50 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,alextyw85,"this cruise and le pavilion, which one better in term of pricing?","Oct 7 2016, 11:11 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,sameday,"Le Pavilion still too many unsold units with that their pricing (1 block not open yet, and existing block not sold out yet), I guess this new project have to be built then sell.. irregardless the price, it has to be higher than Le Pavilion, or else how do they position the unsold Le Pavilion ?Unless this one is special or super small units which price it competitively PSF which cannot be compare to Le Pavilion.","Oct 9 2016, 09:15 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,keane04,I think it's gotta be high psf price but with smaller unit hence the lower absolute price. Different products.,"Oct 9 2016, 09:17 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,keane04,No idea. They probably hv pricing now as the construction i can see already few storeys.,"Oct 9 2016, 10:31 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,dekatana,Can share any pics?its be side Le Pavillion?,"Oct 9 2016, 11:01 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,keane04,No pic and i didnt go there recently. It's next to columbia asia.,"Oct 9 2016, 07:04 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,quicksilver9832,Any idea when rio city is up?,"Jul 21 2018, 08:40 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,GreenHulk555,"IOI CRUISE ship sinking? Not really leh, from the picture it looks like rising high and higher!?","Jul 22 2018, 04:52 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,TSaccetera,Build then sell... hebat..,"Jul 22 2018, 06:45 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,thpace,any news then the selling price and sqft?,"Oct 4 2018, 01:17 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,Time Walker,any info?,"Oct 4 2018, 10:31 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,GreenHulk555,Forget about this until they clear Le Pavilion unsold stock first,"Jan 5 2019, 07:24 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,bqio,the photo was taken on 26 December 2018;,"Jan 6 2019, 01:40 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,AgnesB,Follow,"Mar 16 2019, 04:43 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,woolei,"y ioi use build and sell?sky, le pavilion n le cruist also this model","Jun 10 2019, 05:34 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,woolei,The cruise vs Le pavilion which one nicer?,"Sep 9 2019, 02:09 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,kiampa guy,Recently passby during night time. They light up the whole building. Looks kinda ready to move in. Anyone got updates on this project?,"Sep 9 2019, 02:09 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,PropZ,Park,"Sep 11 2019, 09:47 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,PropZ,Park,"Oct 9 2019, 01:51 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,fakemercy,almost complete,"Oct 9 2019, 06:44 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,christ14,Seems vp? Whats the price or layout,"Oct 9 2019, 11:56 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,icemanfx,>$200k from launch price.,"Oct 9 2019, 02:20 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,woolei,i dont see any advertisement from IOI at all.. it is build and sell right?,"Oct 9 2019, 03:09 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,impulsebeat,Cash rich IOI. Opposite the cruise is already building again,"Oct 10 2019, 09:36 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,christ14,"la trea also still got some left, ready move inseriously cash rich sia","Oct 11 2019, 10:44 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,Kait33n,Open for sale dy.. only one layout is symmetrical...….https://www.ioiproperties.com.my/bandar-put.../thecruise?u…,"Oct 15 2019, 11:21 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,woolei,wow thank for the link <3,"Oct 15 2019, 02:09 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,rickkywong,Wow...at last open for sale... But...,"Oct 21 2019, 04:00 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,soulred777,i just checked the pricing. after rebate rm600 psft. scary!,"Oct 30 2019, 04:29 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,yikhoe,How much would be a good price for per sqft in this area? most of the new development in puchong also around that price.,"Oct 30 2019, 07:10 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,mroys@lyn,"within 500m radius, you can find a few low-medium cost apartments/condos. further a bit is setia walk, you may gauge the psf price.","Nov 13 2019, 11:22 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,Neoyo,Wait for brdb la.. Beside only,"Dec 4 2019, 11:43 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,yikhoe,Brdb I check finish q1 2024,"Dec 11 2019, 02:26 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,nexona88,Final checks before the opening. The new Bandar Puteri ramp will open to traffic tomorrow,"Jan 5 2020, 09:02 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,yikhoe,Why this forum so quiet... This property no good😒😒,"Jan 9 2020, 01:22 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,scarypoolparty,Funny name...Cruise for what? Its a fixed on ground.Am just waiting for someone to name their new condo 'fly high in the sky'.,"Jan 9 2020, 03:58 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,Ec3131,Any owner here ?,"Jan 9 2020, 09:53 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,yikhoe,I bought a unit but seems like the momentum of sales is very slow and not much buzz on this property.,"Jan 13 2020, 09:46 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,tenbby,Congrats! What made you decided to book a unit there?,"Mar 8 2020, 03:57 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,JSern,"Curious question, but what made you choose this over IOI Pavilion?","Mar 11 2020, 03:07 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,yikhoe,Cheaper and lower density.,"Mar 19 2020, 01:21 AM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,DavidKool,But Le Pavilion also so so only leh.,"Jun 16 2020, 01:29 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,haha89,"went to showroom last week, layout quite nice for 3 bedrooms, anyone share pro & cons of this project?","Jun 16 2020, 01:47 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,yikhoe,"Which layout were you looking at? Which type?I guess the pros are amneties and location, low density and chances of rental pretty high. Cons is that its next to pavilion and not selling out as good, so growth will be slow. Also rio City will have Residences as well which means in due time it will be out of date. Pro is that if rio City is selling at highest price then you property price will increase.","Jun 16 2020, 02:10 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,JacksonCKC,"New package by developer for RMCO, anyone interested to know more ?","Jun 17 2020, 12:29 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,icemanfx,http://idaman2.kpkt.gov.my:8888/idv5/98_eH...roj_kod_Fasa=42http://idaman2.kpkt.gov.my:8888/idv5/98_eH...ma=THE%20CRUISEIt seems developer didn't submit data to kpkt,"Jun 21 2020, 09:55 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,cy91,gg overhang property,"Jun 23 2020, 06:02 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,JacksonCKC,"Built and sell, Low Density, Prime Location in Puchong with RIO CITY coming up soon. Progressive interest got you covered, save a lots compared to other new projects. VP ends of this year. In addition, with current interest rate and HOC 2.0, the upfront costs to own a unit in The Cruise are really low.","Jun 23 2020, 06:57 PM"
THE CRUISE @ BANDAR PUTERI PUCHONG ,schang2203,Just bought a unit there in Apr 2020. Quite like the location and simple layout design,"Jun 28 2020, 07:33 PM"
