,thread_name,username,post_content,posted_at
52,CONEZION @ IOI RESORT CITY ,BRE,"Should be OK as IOI City Mall is nearby with easy access to SKVE, MEX & SILK. May take another 2-3 years for this are to mature.",J
53,CONEZION @ IOI RESORT CITY ,lamode,"Connexion ResidentialNumber of Residential blocks upon launching: 2 (Block C & Block D)· 750 sqf (RM700 per sqf), 2 Rooms/ 2 Baths = RM525, 000.00· 950 sqf (RM680 per sqf). 2+1 Rooms/ 2 Baths = RM646, 000.00· 1, 200 sqf (RM650 per sqf) 3 Rooms/ 3 Baths = RM780, 000.00",J
54,CONEZION @ IOI RESORT CITY ,DisneyHome,May I know any discount or rebate on this project?May I know above quoted selling price is it before or after discounted?,A
55,CONEZION @ IOI RESORT CITY ,lamode,the package not finalized yet.its best u call IOI directly,A
56,CONEZION @ IOI RESORT CITY ,TSaccetera,"Conexion Project Event:It says: It is time to dust off your bell-bottoms, put on your “boogie shoes” and warm up to the disco dance moves ! The Saturday Night Fever musical will be playing at Istana Budaya from 4 to 13 Sept 2015. Come dance your way to this jam-packed, dance-crazed, fuel-injected “Disco Inferno”, with groovy sets and disco lighting for almost two-and-a-half hours of energy, music and oh-so-stylish bell bottom pants! For more information on the show, please visit: Saturday Night Fever: The Musical.As a proud sponsor of the event, IOI Properties would like to invite you to join us. We are giving away VVIP tickets for the show on 6 Sept 2015 at 3pm. So, to stand a chance to win a pair of tickets worth RM1,144 , all you have to do is just take a minute to register with us. By registering with us, you agree to accept the following terms and conditions.",A
57,CONEZION @ IOI RESORT CITY ,angrysnail,Its in option C for eastern corridor MRT 2 station. IOI city station.,S
58,CONEZION @ IOI RESORT CITY ,Maneki-neko,this project looks promising. Got show unit? Where is it?,S
59,CONEZION @ IOI RESORT CITY ,vinctan88,"They are currently building a new sales galleria together with the show unit. The commercial block construction progress also quite advance.For early birds, IOI are now offering a cash voucher of RM10k for RM4k. Enjoy additional 6k rebate on top of other discount they are offering + 1-2% rebate for existing buyers + easy payment scheme + referral fee.",S
60,CONEZION @ IOI RESORT CITY ,ftan,Got an email from them. Launching end Oct.» Click to show Spoiler - click again to hide... «,S
61,CONEZION @ IOI RESORT CITY ,PeriPeri2014,rebate 5%?? preview 1st week of oct??,S
62,CONEZION @ IOI RESORT CITY ,ftan,I'm not sure. Didn't really follow on this.,S
63,CONEZION @ IOI RESORT CITY ,3ton,still 50-50 to invest in this area after met few housing agents. Mostly said area still haven't mature and no mrt. They js attract potential buyers with their mall. They consider conexion as high dens. and gamble about the future return investment. If most of units hanging for sale/rent banner all the time then bye bye to investment idea. Only good for own stay. How arr?,S
64,CONEZION @ IOI RESORT CITY ,BRE,"Bro, I tot MRT line nt too far away passing thru 16 Sierra right? Yes, very high density, nt surprising la for IOI to max their profits!ROI upon VP may not be good so must have strong holding power.",S
65,CONEZION @ IOI RESORT CITY ,PeriPeri2014,I heard MRT3 will Equine Park - Serra16- Cyberjaya UUM- Putrajaya IOI City Mall- Putrajaya JPM ??,S
66,CONEZION @ IOI RESORT CITY ,TSaccetera,Name changed to CONEZION using Z instead of X.Reposting image.,S
67,CONEZION @ IOI RESORT CITY ,investor01,Only 5% when other equally good or even better projects offering 10%? If they price it high sure got many unsold units as it is high density..,S
68,CONEZION @ IOI RESORT CITY ,PeriPeri2014,"Good project still many ppl buy even if the price is higher. Rebate higher can reduce the down payment, the investor or own stay owner need more cash in the bank for this uncertain market, for me, always higher rebate are most welcome",S
69,CONEZION @ IOI RESORT CITY ,Maneki-neko,this place is good for own stay,S
70,CONEZION @ IOI RESORT CITY ,BRE,"Yes, good for investors buying 3rd prop onwards, if minimal or no rebates then difficult to come up with so much upfront cash.This Conezion nt too bad for own stay or investment as that area still dont have many residential units so it's nt crowded yet. As peri-peri taikor said, good projects still many ppl will buy even if price is higher!Now Radia & Verdi are giving 10% rebate so this one 5% maybe nt enough for me to buy",S
71,CONEZION @ IOI RESORT CITY ,kochin,anybody got the master plan?,S
72,CONEZION @ IOI RESORT CITY ,chicargo,your thoughts on this area sifu?,S
73,CONEZION @ IOI RESORT CITY ,BRE,"Good area for own stay IMO with not many residential developments, some more freehold & some units facing the golf course, although this project very high density.Can take a leisurely walk to IOICM for food & entertainment also!IOI still got big chunk of land for future developments so another Bdr Puteri coming up here?If u prefer capital appreciation, do consider their upcoming BPW launch nxt month, estimated starting price 650K gross, rebate I heard maybe 4%, so nett price around 615K!",S
74,CONEZION @ IOI RESORT CITY ,sohamlong,"Hi Guys, there is 12-20% rebate in i-City, anyone interested?",S
75,CONEZION @ IOI RESORT CITY ,BRE,"No parking given, so a big No-No! Any time if mgmt co increase parking fees then die standing lo!",S
76,CONEZION @ IOI RESORT CITY ,sohamlong,"Haha yaya...kind of singapore concept...if you are invester then is a bad news, but if you are tenant then is a good news, because owner cant rise the parking fees, u get same parking fee rate as everybody is.",S
77,CONEZION @ IOI RESORT CITY ,jonnie,What is BPW ?,O
78,CONEZION @ IOI RESORT CITY ,BRE,Bdr Puteri Warisan in Sepang/Salak Tinggi by IOI.,O
79,CONEZION @ IOI RESORT CITY ,ftan,I took photo from last week's visit.» Click to show Spoiler - click again to hide... «,O
80,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,O
81,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",O
82,CONEZION @ IOI RESORT CITY ,chicargo,d,O
83,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,O
84,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",O
85,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,O
86,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,O
87,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,N
88,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",N
89,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",N
90,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,N
91,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",N
92,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,D
93,CONEZION @ IOI RESORT CITY ,brensek,,D
94,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,J
95,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,S
96,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,O
97,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,O
98,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,O
99,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",O
100,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,O
101,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",O
102,CONEZION @ IOI RESORT CITY ,chicargo,d,O
103,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,O
104,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",O
105,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,O
106,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,N
107,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,N
108,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",N
109,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",N
110,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,N
111,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",D
112,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,D
113,CONEZION @ IOI RESORT CITY ,brensek,,J
114,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,S
115,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,O
116,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,O
117,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,O
118,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,O
119,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",O
120,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,O
121,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",O
122,CONEZION @ IOI RESORT CITY ,chicargo,d,O
123,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,O
124,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",O
125,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,N
126,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,N
127,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,N
128,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",N
129,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",N
130,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,D
131,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",D
132,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,J
133,CONEZION @ IOI RESORT CITY ,brensek,,S
134,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,O
135,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,O
136,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,O
137,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,O
138,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,O
139,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",O
140,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,O
141,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",O
142,CONEZION @ IOI RESORT CITY ,chicargo,d,O
143,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,O
144,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",N
145,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,N
146,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,N
147,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,N
148,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",N
149,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",D
150,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,D
151,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",J
152,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,S
153,CONEZION @ IOI RESORT CITY ,brensek,,O
154,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,O
155,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,O
156,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,O
157,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,O
158,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,O
159,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",O
160,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,O
161,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",O
162,CONEZION @ IOI RESORT CITY ,chicargo,d,O
163,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,N
164,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",N
165,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,N
166,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,N
167,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,N
168,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",D
169,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",D
170,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,J
