,thread_name,username,post_content,posted_at
10,Oasis 2 @Kajang Mutiara Heights,cait_sith,"Since you asked, care to share any of the property that you owned that has the exact or 100% theme shown in their marketing medium? Curious to know that. Thanks.","May 9 2017, 11:16 AM"
11,Oasis 2 @Kajang Mutiara Heights,WahBiang,"My landed house almost similar with the brochure, with minor different in color... small difference is possible, big different then is really illustration ady..","May 9 2017, 10:37 PM"
12,Oasis 2 @Kajang Mutiara Heights,WahBiang,"This time they din share brohure on TLS page ady.. need to ask... The box near entrance for the water meter and tnb meter??? Or the visible piping that they din hide? Oasis 1 seems lower dense, but not much info given on Oasis2, so cant confirm.. they started the construction work before launch, seems good idea, help save interest... If they bring this concept to area bit nearer to kl, i will buy it... Did u heard bout the bomb case in Ivory?","May 13 2017, 07:28 AM"
13,Oasis 2 @Kajang Mutiara Heights,cait_sith,"What's your point of asking those questions? Interested to purchase, PM me your name and contact number. The showroom was there and near to the actual site.If you referring to the last year story, what's it got to do with Oasis 2? You better ask those in the Ivory Residences thread instead and not here.","May 13 2017, 12:17 PM"
14,Oasis 2 @Kajang Mutiara Heights,WahBiang,"Wow, ask pun wrong kaaa? of cos interested to purchase, but 3rd property, need think carefully laaa.. 30% margin...nthg to do with Oasis 2, but possible to have same tenant?? why u so scare ppl ask questions? this project got problem or u got problem?","May 13 2017, 12:49 PM"
15,Oasis 2 @Kajang Mutiara Heights,cait_sith,"No, I'm not scared of you asking question but only that I see some unrelated questions about Oasis 2 only. And I also doesn't wanna bump up this thread so much and do free advertisement for TLS. Chill la bro!","May 13 2017, 01:09 PM"
16,Oasis 2 @Kajang Mutiara Heights,cait_sith,"And funny things is, if your target area was somewhere in KL, why hanging in a thread that doesn't meet your requirement? There are a lot of KL property with so many gurus in those thread, they could be more helpful than talking to me in this thread.I'm not a guru in here, just ""kici miao"" looking to share some referral with potential buyers only. Since you already mentioned that you prefer property near to KL than this Oasis 2. No chance to share referral with you now.","May 13 2017, 01:26 PM"
17,Oasis 2 @Kajang Mutiara Heights,WahBiang,"then why u so nervous to defense??? Come on, nthg is perfect.. i wan this concept in kl but definitely wont be able to get it at this price... Gv n take sometime...","May 13 2017, 01:28 PM"
18,Oasis 2 @Kajang Mutiara Heights,skinnydude,"guys, i am thinking of getting OASIS 2, just need your honest expert opinion.I am working at JALAN TUN RAZAK, how is the traffic flow like in the morning and in the evening? And which route is the best route?Can share some insight.Thank you","May 13 2017, 07:39 PM"
19,Oasis 2 @Kajang Mutiara Heights,kimyao0829,"Hi, anyone here able to tell me whether there will be any high rise building will be build behind the Oasis 2? As what i saw in the site from the Saujana Height(Sort of semi-d and bungalows), there was a plenty of vacant land behind the Oasis 2. To what i concerned is what if the developer build a high rise on the vacant land, it's definitely going to affect the buyers of the Oasis 2 who going to buy for their own stay. I just raise this issue and hopefully i able to get some clarifications here. Thanks in advance and cheers","May 15 2017, 11:53 AM"
20,Oasis 2 @Kajang Mutiara Heights,cait_sith,"Nothing for me to defense here. In KL, you can get around RM450psf but in smaller unit size.","May 15 2017, 12:47 PM"
21,Oasis 2 @Kajang Mutiara Heights,cait_sith,Is this the same location as discussed here: https://forum.lowyat.net/topic/3343954/+620,"May 15 2017, 02:16 PM"
22,Oasis 2 @Kajang Mutiara Heights,kimyao0829,"Yes, same location. As what i noticed was there's indeed a construction site of the left hand side of the entrance, remaining with the vacant land on the right hand side in front of Oasis 2(as shown in my attachment). As what i saw from the board there, the developer only intended to build approximately 70 landed house, which located on the left. That why this cast my doubt whether there will be any high rise. Kindly correct me if i'm wrong.","May 18 2017, 01:07 PM"
23,Oasis 2 @Kajang Mutiara Heights,cait_sith,"So far, only the landed housing project is firmed. Not sure whether there will be another project next to Oasis 2 until a new project signboard has been erected.","Jun 5 2017, 03:40 PM"
24,Oasis 2 @Kajang Mutiara Heights,cait_sith,"If you hate the morning rush hours, it's definitely not an ideal place for you to commute everyday to work.Can share why you choose Kajang as the place to stay?","Jun 8 2017, 05:18 PM"
25,Oasis 2 @Kajang Mutiara Heights,kimyao0829,So any updates on this project ? Any new buyer/owner for this project. This project seem like selling slow right now? Anyone have the latest chart of this project?,"Jun 12 2017, 12:53 PM"
26,Oasis 2 @Kajang Mutiara Heights,WahBiang,Have you visited the site? Maybe try ask them to let u visit their unit in Oasis 1?,"Jun 13 2017, 12:37 PM"
27,Oasis 2 @Kajang Mutiara Heights,cait_sith,"Not to say it's slow or fast. I've seen the sales chart, seems that their 1250sqf left not many units. TLS reserved all units from 19th to 27th floor for sub-sales.","Jun 17 2017, 03:33 PM"
28,Oasis 2 @Kajang Mutiara Heights,Hot Property,i think mostly for ownstay. And Kajang People,"Jun 17 2017, 04:04 PM"
29,Oasis 2 @Kajang Mutiara Heights,kimyao0829,Is there any fb group or whatapps group for Oasis 2 owner/buyer ?,"Jun 20 2017, 04:01 PM"
30,Oasis 2 @Kajang Mutiara Heights,cait_sith,"Hi WahBiang gor,The layouts of the O2 were shared on Page 1 in this thread.","Jun 20 2017, 04:47 PM"
31,Oasis 2 @Kajang Mutiara Heights,WahBiang,"Need confirm yaaa.. macam sebiji with Oasis 1, tot wrong... Hw dense this project compared to Oasis 1?","Jun 20 2017, 06:51 PM"
32,Oasis 2 @Kajang Mutiara Heights,BRE,"Wah biang yeh wb kor, u want 2 sapu oasis 1 2 n mp? Loaded la u😂","Jun 20 2017, 06:53 PM"
33,Oasis 2 @Kajang Mutiara Heights,WahBiang,"where got so rich ooo, survey and compare c c... maybe end up not buying, or buy other proj","Jun 20 2017, 07:18 PM"
34,Oasis 2 @Kajang Mutiara Heights,BRE,Haha ya good 2 survey n compare! 4 own stay or investment bro?,"Jun 20 2017, 07:27 PM"
35,Oasis 2 @Kajang Mutiara Heights,WahBiang,"depends d, can be own stay can be investment...","Jun 20 2017, 07:59 PM"
36,Oasis 2 @Kajang Mutiara Heights,BRE,U gt flexi choice so easier 2 choose. Which 1 yr fav so far,"Jun 20 2017, 08:02 PM"
37,Oasis 2 @Kajang Mutiara Heights,WahBiang,"i like Oasis 1 since start but didnt pick 2 years ago cos commitment issues as well location.. now wanna see again, but seems location still will be a concern... near jail too..","Jun 20 2017, 08:32 PM"
38,Oasis 2 @Kajang Mutiara Heights,BRE,Yes quite near d kajang prison n also many units frm ameera n ivory also but d pros is b/up is big. U got 2 go n c d unit yrself n get d feel 2 c which unit u like. 2 go towards kl oso a problem as no traffic light 2 allow u 2 turn right,"Jun 20 2017, 08:41 PM"
39,Oasis 2 @Kajang Mutiara Heights,WahBiang,"is like that d.. wan big wan cheap, distance sure further... wan near wan big, sure pricey... wan cheap wan near, sure small...","Jul 4 2017, 10:28 AM"
40,Oasis 2 @Kajang Mutiara Heights,BRE,Haha very true bro at d end of d day as i said u got 2 c d unit yrself 2 c which unit u like look at d surrounding as well,"Jul 4 2017, 10:30 AM"
41,Oasis 2 @Kajang Mutiara Heights,wangjie,"Bro, criminal cannot escape out of jail so easily haha","Jul 4 2017, 03:09 PM"
42,Oasis 2 @Kajang Mutiara Heights,wangjie,The only concern is Chinese food cause not much chinese restaurant around that area. Only 2-3 chinese operated restaurant in Prima Saujana. Night time all close.,"Jul 8 2017, 10:40 PM"
43,Oasis 2 @Kajang Mutiara Heights,cait_sith,"If you go further down into Kajang main town, there should be more Chinese foods.","Jul 11 2017, 12:33 AM"
44,Oasis 2 @Kajang Mutiara Heights,lavenzo,im interested to get oasis 2 too but also concern on the traffic. i work at shah alam..do you think after EKVE / SUKE it will smooth all the highway? hmm long distance travel is ok for me as long as no jam...,"Jul 11 2017, 12:36 AM"
45,Oasis 2 @Kajang Mutiara Heights,theanswerL2,Depend what time you start driving.One hour to one hour20min.,"Jul 11 2017, 12:39 AM"
46,Oasis 2 @Kajang Mutiara Heights,theanswerL2,Sales slow. But developer a lot of cash flow. They Wil complete on time or earlier.Dai ko in kajang.,"Jul 11 2017, 12:41 AM"
47,Oasis 2 @Kajang Mutiara Heights,theanswerL2,Don't worry bro. You wait another 2years again.Go for subsales.or developer unit available after two years.Pricing there will not increase much within 5 years.,"Jul 11 2017, 02:31 PM"
48,Oasis 2 @Kajang Mutiara Heights,theanswerL2,This area is Malay area.,"Jul 24 2017, 12:34 PM"
49,Oasis 2 @Kajang Mutiara Heights,wangjie,"Normal day by car:6.15am depart, 7.15am can reach KL city, Bank negara. (using contra lane near Batu 9 tol)School holiday by car:6.15am depart, 7am or earlier can reach KL city, Bank negara (using contra lane near Batu 9 tol)Must depart earlier to avoid jam, hopefully the flyover going to construct soon.My opinion: Good thing about this area is serene housing area and green. After work from KL, back home and rest here is a worthwhile compare to live in crowded Cheras area.","Jul 27 2017, 12:15 AM"
50,Oasis 2 @Kajang Mutiara Heights,maX Cleny,"22/7/17.I been there and booking 1 unit facing swiming pool. Nice design and huge space rotation. Better for young couple coz lot of amenities. Starting price from 480k onwards. SA inform that u must have basic sallary atleast Rm3500 without any commitment.That time i walkin. can calculate how many unit only available. Like ""pisang goreng"". The best part my office just near Taman Cheras. 😂😂😂😂","Jul 27 2017, 12:19 AM"
51,Oasis 2 @Kajang Mutiara Heights,vincent_cbl,.,"Jul 28 2017, 12:15 AM"
52,Oasis 2 @Kajang Mutiara Heights,vincent_cbl,"Max, facing pool mean facing south east and also facing jail too?","Jul 28 2017, 12:17 AM"
53,Oasis 2 @Kajang Mutiara Heights,maX Cleny,Yes Vincent. Facing Oasis 1 also. Morning sun light. Right hand side is prison. Still waiting for loan approval.,"Jul 28 2017, 12:24 AM"
54,Oasis 2 @Kajang Mutiara Heights,maX Cleny,The best so farr is UOB bank. Compare than others.,"Jul 28 2017, 08:56 AM"
55,Oasis 2 @Kajang Mutiara Heights,WahBiang,whats the deal now and selling package? nice?,"Jul 28 2017, 02:45 PM"
56,Oasis 2 @Kajang Mutiara Heights,BRE,Bro wb u still surveying havent buy yet?,"Jul 28 2017, 10:15 PM"
57,Oasis 2 @Kajang Mutiara Heights,maX Cleny,WB. Price slightly lower than Oasis 1. If not mistaken Oasis 1 starting Rm400 psqft. Oasis 2 Rm380 psqft. However maintanace fees Oasis 1 is 0.25 psqft. Oasis 2 0.27 psqft. Correct me if wrong.,"Jul 28 2017, 11:00 PM"
58,Oasis 2 @Kajang Mutiara Heights,WahBiang,"if can treat buy house similar as buy sayur, long time ago ady bought....but Oasis 2 is more dense right? shudn't maint fee be cheaper?","Jul 28 2017, 11:01 PM"
59,Oasis 2 @Kajang Mutiara Heights,maX Cleny,"I dont think so. Oasis 1 46+ unit. Oasis 2 45+. Somemore my unit, coridor view garden and balcony view pool.","Aug 1 2017, 01:03 PM"
60,Oasis 2 @Kajang Mutiara Heights,maX Cleny,WB may i inow which priperty sayur u buy? 🤐,"Aug 1 2017, 01:06 PM"
61,Oasis 2 @Kajang Mutiara Heights,WahBiang,the views nice ooo??? tot facing mountain better??i alw tot Oasis 1 better n less dense.. cos Oasis got more units...,"Aug 7 2017, 06:53 PM"
62,Oasis 2 @Kajang Mutiara Heights,cait_sith,Oasis 1 & 2 same density. Difference are O1 consist of 2 blocks while O2 is only 1 block residence.,"Aug 9 2017, 11:56 AM"
63,Oasis 2 @Kajang Mutiara Heights,cait_sith,More or less the same price as Oasis 1 based on per sqft pricing. Mine was around RM382/sqft back then coz O2 package is slightly better than O1.,"Aug 9 2017, 04:18 PM"
64,Oasis 2 @Kajang Mutiara Heights,valve,I went to showroom yesterday. Quite good the location. Also been to site project area as well. Still cannot differentiate Oasis 1 and Oasis 2 since they are facing each other.,"Aug 14 2017, 11:05 AM"
65,Oasis 2 @Kajang Mutiara Heights,cait_sith,If you pass by Ameera to the Oasis 2 site (you'll see the Syabas water tank on your left). The block on your left is Oasis 2 (same row with the Syabas water tank) and the two blocks on your right are Oasis 1.,"Sep 16 2017, 01:04 PM"
66,Oasis 2 @Kajang Mutiara Heights,valve,I believe need to go one more time if really confirm to buy the property there.,"Sep 16 2017, 01:57 PM"
67,Oasis 2 @Kajang Mutiara Heights,cait_sith,"Sorry bro, just saw your message today. Congratz on your booking for Oasis 1.","Sep 17 2017, 02:08 PM"
68,Oasis 2 @Kajang Mutiara Heights,babesean,Care to share more? First time house buyer seems huge but far away from kl,"Sep 17 2017, 02:16 PM"
69,Oasis 2 @Kajang Mutiara Heights,propertybuddy,it is far from KL. but i have a friend live in Ameera. he likes the greens there. but definitely not an investment grade prop.,"Sep 17 2017, 04:19 PM"
70,Oasis 2 @Kajang Mutiara Heights,babesean,"Price was ok actually, was wondering its more for ownstay than investment right , do you guys think got ppl wanna rent there anot, cause I'm not really familar with that area","Sep 26 2017, 11:06 AM"
71,Oasis 2 @Kajang Mutiara Heights,WahBiang,why wanna rent so far when can pick nearer in KL?? it's slightly cheaper than KL area only?,"Oct 12 2017, 11:00 AM"
72,Oasis 2 @Kajang Mutiara Heights,propertybuddy,"Own stay is decent.Investment - NO-NO, no capital upsides, no rentalSubsales transaction in ivory 390-410k. Oasis is 488k?Installment 2.2-2.5k, Rental FF unit just 1.5k, deep negative 👎 cashflow.","Nov 2 2017, 12:35 PM"
73,Oasis 2 @Kajang Mutiara Heights,cait_sith,"If you're looking for investing in this area, you better think twice and make some research on your own first. Rental, you need to compete with Ivory or Ameera or Oasis 1 in the vicinity. Good for own stay though.","Nov 22 2017, 11:11 AM"
74,Oasis 2 @Kajang Mutiara Heights,kokgat,"Hi, anyone here already bought the Oasis2 unit? If yes, could you please let me know the kitchen cabinet will be same as shown in the photo/ show unit? Thanks.","Jan 1 2018, 04:23 PM"
75,Oasis 2 @Kajang Mutiara Heights,cait_sith,"Hi, the showroom display kitchen cabinet is for illustration only. The actual design more or less the same in actual unit. If you has visited the showroom, please ask the TLS sales person not agents on the FOC items given. TLS sales will be more direct rather than agents who will twist and turn to close the sale.","Jan 10 2018, 09:51 PM"
76,Oasis 2 @Kajang Mutiara Heights,kimyao0829,Latest site progress as at 18 November 2017,"Jan 12 2018, 07:55 AM"
77,Oasis 2 @Kajang Mutiara Heights,Talbac,.,"Jan 12 2018, 08:29 AM"
78,Oasis 2 @Kajang Mutiara Heights,kelvingan86,Just collected my SNP on yesterday and snapped some photo nearby the site.,"Jan 13 2018, 11:31 AM"
79,Oasis 2 @Kajang Mutiara Heights,cait_sith,Congratz!,"Jan 13 2018, 06:49 PM"
80,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,hii also bought a unit recently😁,"Jan 13 2018, 08:47 PM"
81,Oasis 2 @Kajang Mutiara Heights,WahBiang,Recently? How much is it? Is the unit corridor still can see those piping and wiring?,"Jan 14 2018, 11:10 PM"
82,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,"after rebate RM524kno balcony unitnot sure that the pipe still visible or not😂had requested to visit oasis 1 after hand over, oasis 1 n 2 not much different right?","Jan 15 2018, 07:54 AM"
83,Oasis 2 @Kajang Mutiara Heights,WahBiang,Thats what I heard too... 1250sf??..,"Jan 15 2018, 08:15 PM"
84,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,1298sflevel 2,"Jan 15 2018, 10:00 PM"
85,Oasis 2 @Kajang Mutiara Heights,kelvingan86,Weird. How come my unit (same size with you) at higher level cheaper than you (after rebate 507K)?,"Jan 16 2018, 09:38 AM"
86,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,i chose 5% cash back ohh.yours rebate 15% is it?,"Jan 18 2018, 11:53 PM"
87,Oasis 2 @Kajang Mutiara Heights,kelvingan86,I think should be same which 10% discount + 5% rebate. If bigger unit might get 10%+10%.,"Jan 19 2018, 03:18 PM"
88,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,"[quote=kelvingan86,Jan 15 2018, 08:15 PM]I think should be same which 10% discount + 5% rebate. If bigger unit might get 10%+10%.buyers can choose whether 85% loan or 90%and i chose to take 5% cash back once vp. tats y my price is higher than yours. 😁","Jan 19 2018, 03:21 PM"
89,Oasis 2 @Kajang Mutiara Heights,Talbac,.,"Jan 19 2018, 03:23 PM"
90,Oasis 2 @Kajang Mutiara Heights,kelvingan86,"[quote=IrisChongXuan,Jan 15 2018, 10:00 PM][quote=kelvingan86,Jan 15 2018, 08:15 PM]I think should be same which 10% discount + 5% rebate. If bigger unit might get 10%+10%.buyers can choose whether 85% loan or 90%and i chose to take 5% cash back once vp. tats y my price is higher than yours. 😁[/quote]Actually I also loan 90% and will get the 5% upon VP. So i really not sure if this the case","Jan 19 2018, 03:55 PM"
91,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,"had visited oasis 1 just now, the pipe is nicely hide and covered, am in love with oasis 1 surroundings😂😂","Jan 19 2018, 08:12 PM"
92,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,,"Jan 19 2018, 08:38 PM"
93,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,,"Jan 19 2018, 09:17 PM"
94,Oasis 2 @Kajang Mutiara Heights,kimyao0829,Look very nicely covered ya. Do you have more photo to share for the workmanship? Thanks.,"Jan 19 2018, 11:34 PM"
95,Oasis 2 @Kajang Mutiara Heights,Hot Property,"Special offer now, extra 2% rebate, can pm me your number for more detail","Jan 20 2018, 12:45 AM"
96,Oasis 2 @Kajang Mutiara Heights,WahBiang,How about those piping n wiring at ceiling?? Covered using plaster ady??,"Jan 20 2018, 09:36 AM"
97,Oasis 2 @Kajang Mutiara Heights,Nevermind86,Really? Already bought 1 unit last month,"Jan 20 2018, 10:04 AM"
98,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,the one at the corridor din cover ohhbut overall is just good enough,"Jan 20 2018, 01:22 PM"
99,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,personally like the fountain so much even though it was different from the illustration. haha,"Jan 20 2018, 03:07 PM"
100,Oasis 2 @Kajang Mutiara Heights,WahBiang,the size n feature so diff... wonder why they dun wan cover those wiring n piping... ugly leiii... else i would have bought it...,"Jan 20 2018, 03:59 PM"
101,Oasis 2 @Kajang Mutiara Heights,BRE,Bro wb u talk so long d still havent buy?😞I guess its bcos of d cost factor. So 4 syabas d guy need 2 read meter at all d units since meters nt centralised at 1 location?,"Jan 22 2018, 02:44 PM"
102,Oasis 2 @Kajang Mutiara Heights,WahBiang,Ady bought one but not this condo... Now see see others new d...,"Jan 27 2018, 10:50 PM"
103,Oasis 2 @Kajang Mutiara Heights,BRE,Which 1 u bought bro?,"Jan 28 2018, 11:14 PM"
104,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,but overall is just good enough😁,"Feb 2 2018, 10:14 AM"
105,Oasis 2 @Kajang Mutiara Heights,WahBiang,"but if they cover it up, looks more in line with its price for that area... macam their flat pattern...","Mar 4 2018, 12:59 PM"
106,Oasis 2 @Kajang Mutiara Heights,Talbac,.,"Mar 7 2018, 04:21 PM"
107,Oasis 2 @Kajang Mutiara Heights,kelvingan86,"Visited oasis 1 today, the landscaping is very nice.Oasis 2’s view from Oasis 1.","Mar 8 2018, 07:18 PM"
108,Oasis 2 @Kajang Mutiara Heights,nike89,"interested on oasis 2, went to showroom and likes the overall project layout.any comment on the persiaran saujana impian?jam?flood after heavy rain?safe environment?","Mar 8 2018, 07:19 PM"
109,Oasis 2 @Kajang Mutiara Heights,iamchaz,"Hey guys, is that any whats app group for oasis 2? Would like to join it for share info","Mar 9 2018, 04:24 PM"
110,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,or you create one and add me in the group? 😁,"Mar 10 2018, 09:39 AM"
111,Oasis 2 @Kajang Mutiara Heights,Nevermind86,Oasis 2 completion already 75%?,"Mar 12 2018, 12:07 PM"
112,Oasis 2 @Kajang Mutiara Heights,nike89,"should be, since they promise next Jan can take key.","Mar 12 2018, 06:04 PM"
113,Oasis 2 @Kajang Mutiara Heights,nike89,pls share the link here if you guys created one.,"Mar 13 2018, 01:26 AM"
114,Oasis 2 @Kajang Mutiara Heights,IrisChongXuan,so far dun hv any whatsapp group,"Mar 13 2018, 11:11 AM"
115,Oasis 2 @Kajang Mutiara Heights,Nevermind86,"Next Jan? Wow, lawyer informed me completion on November. But based on loan installment already increase almost 75% from actual amount.","Mar 20 2018, 11:35 AM"
116,Oasis 2 @Kajang Mutiara Heights,nike89,"i just got the message from agent VP might be delay 1-2 months, but not sure how true is it.let's wait and see.","Mar 20 2018, 03:21 PM"
117,Oasis 2 @Kajang Mutiara Heights,Talbac,.,"Mar 20 2018, 04:13 PM"
118,Oasis 2 @Kajang Mutiara Heights,nike89,seriously?i thought oasis1 delivered ahead the planned schedule?,"Mar 21 2018, 07:14 PM"
119,Oasis 2 @Kajang Mutiara Heights,Talbac,.,"Mar 25 2018, 06:45 PM"
120,Oasis 2 @Kajang Mutiara Heights,Nevermind86,Which one better units? Higher floor? I saw no one is complaining at Oasis 1 thread.,"Mar 29 2018, 04:02 PM"
121,Oasis 2 @Kajang Mutiara Heights,Nevermind86,Actually what is difference between Oasis 1 and 2?,"Mar 29 2018, 04:03 PM"
122,Oasis 2 @Kajang Mutiara Heights,Xeralis,Oasis 1 has 2 blocks while Oasis 2 is a single block. Hence the units per floor is different which can result in shorter/longer wait for lifts. Both have their own facilities uniqueness. Just my 2 cents.,"Apr 8 2018, 10:43 AM"
123,Oasis 2 @Kajang Mutiara Heights,Nevermind86,Means facilities differ? Seems Oasis 2 swimming pool smaller than Oasis 1. Oasis 2 got 5 lift btw.,"Apr 8 2018, 12:23 PM"
124,Oasis 2 @Kajang Mutiara Heights,leggedy,"Submitted loan for Oasis 2. level 13. Once approve, i will officially be neighbor of those who brought oasis 2. XD","Apr 8 2018, 07:13 PM"
125,Oasis 2 @Kajang Mutiara Heights,wcsaw87,I also just bough the unit in level 22. 😂😂,"Apr 8 2018, 08:36 PM"
126,Oasis 2 @Kajang Mutiara Heights,hunter889,kindly pm to get extra refferal fees. Thank you. I have quota to give away referral.,"Apr 8 2018, 11:54 PM"
127,Oasis 2 @Kajang Mutiara Heights,hunter889,"Just bought unit OAsis 2, who interested to this project please pm me to get referral.","Apr 11 2018, 10:16 AM"
128,Oasis 2 @Kajang Mutiara Heights,freyria182,just found there is no rubbish room for oasis 1 and oasis 2😡. we need to bring down to parking area😂,"Apr 12 2018, 09:27 AM"
129,Oasis 2 @Kajang Mutiara Heights,BRE,Its odd y no rubbish room?owners need 2 bring down via lift n mayb d liquid may drip frm rubbish on d floor n lift?😨,"Apr 29 2018, 11:03 AM"
130,Oasis 2 @Kajang Mutiara Heights,freyria182,"Yup, visited oasis 1 yesterday and confirmed with developer, there is no rubbish room😡. Same goes to oasis 2","Apr 30 2018, 09:23 AM"
131,Oasis 2 @Kajang Mutiara Heights,rainman19,Lazy JMBPull rubbish up n down is a hassle to them,"May 17 2018, 07:30 AM"
132,Oasis 2 @Kajang Mutiara Heights,Ash1988,Wtf no rubbish room? Damn what a turn off,"May 17 2018, 08:17 AM"
133,Oasis 2 @Kajang Mutiara Heights,Nevermind86,Wow really? Modern Condo no rubbish room??,"May 17 2018, 01:00 PM"
134,Oasis 2 @Kajang Mutiara Heights,Jenna94,I just came across with this project yesterday. looks very attractive until I saw someone says no rubbish room. Wth,"May 31 2018, 08:05 PM"
135,Oasis 2 @Kajang Mutiara Heights,wcsaw87,The rubbish room is just beside the lift. However the developer dont want open it because of renovation works. The agent told me after maturity period then only decide to open it. Who got this news?,"May 31 2018, 10:01 PM"
136,Oasis 2 @Kajang Mutiara Heights,leggedy,"I've checked with the agent, he says there is a rubbish room beside the lift, I guess i will have to visit Oasis 1 to make sure.","Jun 1 2018, 09:38 AM"
137,Oasis 2 @Kajang Mutiara Heights,kln06,"I heard the developer mark up 14-16% of the selling price for oasis 2, then rebate 15% to the buyer. Is it correct?","Jun 2 2018, 10:28 AM"
138,Oasis 2 @Kajang Mutiara Heights,WahBiang,I thought last tume ady gt that 9%+5% rebate? Now another 15%?,"Jun 2 2018, 11:54 PM"
139,Oasis 2 @Kajang Mutiara Heights,Talbac,.,"Jun 22 2018, 08:18 AM"
140,Oasis 2 @Kajang Mutiara Heights,WahBiang,"I see, the price now hw much cheaper?","Jun 22 2018, 08:30 AM"
141,Oasis 2 @Kajang Mutiara Heights,Nith_Nath,Progress as of 31st May 18,"Jun 23 2018, 11:28 PM"
142,Oasis 2 @Kajang Mutiara Heights,myhouse,OMG grill balcony....so yesterday,"Jun 24 2018, 01:39 PM"
143,Oasis 2 @Kajang Mutiara Heights,Nevermind86,Looks Good,"Jul 14 2018, 09:17 AM"
