,thread_name,username,post_content,posted_at
42,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"The leaflet is perfectly fine. The waves are one of the architectural highlights. As with the curves on the parking floors.The address will be under Putrajaya, and the local council to be Majlis Perbandaran Sepang.Its freehold by the way - confirmed.And registration is by e-mail at property.marketingirc@ioigroup.com .","Feb 6 2014, 10:43 AM"
43,THE CLIO RESIDENCE @ IOI RESORT CITY ,nkhong,Is this price still stand?,"Feb 6 2014, 12:35 PM"
44,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,I was considering Dwiputra Residence in Precint 15. Price is also around 500-550 psf. Do you guys think that this one would be a better choice?,"Feb 6 2014, 03:27 PM"
45,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,IOI vs SP SetiaThis one has future big shopping mall and golf course nearbyWhat is Dwiputra's attraction?,"Feb 6 2014, 03:30 PM"
46,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,"Dwiputra:-nearby to Alamanda-estimated completion 2015/2016I think both of these property are more or less give similar attraction, but I still need to check the exact location of this development. I would like to know the road access, traffic conditions and whether I need to go through tolls to reach my office in Precint 8. But, the golf course is a HUGE attraction for me, personally.","Feb 6 2014, 04:12 PM"
47,THE CLIO RESIDENCE @ IOI RESORT CITY ,TSaccetera,I think CLIO is not within IOI City Mall development ya....,"Feb 7 2014, 09:42 AM"
48,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"Boss, is it confirmed as noticed from the open for registration banner states ""located within arms reach of the upcoming IOI City Mall""...Besides 16 Sierra, IOI still have many other pieces of land in that part...?","Feb 7 2014, 09:48 AM"
49,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"This price is a projection in the first place. As yet, there have yet to be changes to the projection.","Feb 7 2014, 01:46 PM"
50,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"The Clio is definitely not part of IOI City Mall. For one thing, its across the street. The mall is to east of Persiaran Utara, whereas the site for the Clio Residences, on the west. Straight distancewise between the mall and The Clio should be give take half a kilometer or so.","Feb 7 2014, 02:28 PM"
51,THE CLIO RESIDENCE @ IOI RESORT CITY ,stevenkkt,Depending on the road condition and etc... 500 meter is walk-able in my opinion. Nearer than Pelangi Utama to 1U I believe.,"Feb 7 2014, 08:22 PM"
52,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"Sometimes, it's not he distance that matters. The first checklist is whether it is safe...","Feb 7 2014, 10:31 PM"
53,THE CLIO RESIDENCE @ IOI RESORT CITY ,nkhong,"Taiko, can review the exact location ah?","Feb 8 2014, 10:28 AM"
54,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,I have emailed the SA to register my interest. He said that this project will most probably be launched in September this year.,"Feb 9 2014, 03:48 AM"
55,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"No la, just thought to share info.This should help.","Feb 9 2014, 10:57 AM"
56,THE CLIO RESIDENCE @ IOI RESORT CITY ,nkhong,thanks!!,"Feb 10 2014, 12:00 PM"
57,THE CLIO RESIDENCE @ IOI RESORT CITY ,optimus28,"this area is really booming..comparing puteri palma 5 months ago when I posted it had low occupancy..now the occupancy rate has improved and can see many units under renovation..got quite a lot of high class expats living there as well including Japanese, European etc..IOI resort city is the place to invest in this area I guess..the next mid-valley development..fyi.above the gigantic mall are high class offices and a 5 star hotel (Le Meridian), all of which are under construction..","Feb 10 2014, 01:17 PM"
58,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"No problem.Its a 9 units per floor configuration - with 4 lifts serving each floor (inclusive of Bomba lift).For those interested in the smallest size (840+-), I think it'd be better to register in. There's only 1 unit per floor of that size. There are at least 2 units of the other sizes per floor.","Feb 10 2014, 08:45 PM"
59,THE CLIO RESIDENCE @ IOI RESORT CITY ,MoonRider,what the price for the smallest unit ? this area is far more better than cyberjaya ... but the concern is 1km away from serdang hospital,"Feb 11 2014, 09:21 AM"
60,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"Apparently prices for all the units have yet to be finalised (not surprising since the projected launch is in September).I must be missing something, but why would the distance from Serdang hospital be a concern?","Feb 11 2014, 01:02 PM"
61,THE CLIO RESIDENCE @ IOI RESORT CITY ,nkhong,"Probably some people think hospital is not good from fengshui perspective, people are dying in hospital, a lot spirits there might accidental go to your house if you live nearby ...","Feb 11 2014, 01:12 PM"
62,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"A point of view I've never thought of.That would effectively 'affect' a lot of places. Sunway, Subang, Puchong, Putrajaya, Ampang, Kajang, pretty much everywhere, really","Feb 11 2014, 01:33 PM"
63,THE CLIO RESIDENCE @ IOI RESORT CITY ,MoonRider,nah .. i not against the spirit thing .. but chances will heard lots of biii booo biii booo sounds ...,"Feb 11 2014, 01:51 PM"
64,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"Given the appeared proximity (a couple hundred meters from the main road) I'd doubt it. Then again, your point is taken, and probably one of those things I'll bear in mind on future property pieces as well .My thanks.","Feb 11 2014, 03:05 PM"
65,THE CLIO RESIDENCE @ IOI RESORT CITY ,payamam,"If not mistaken, if using Silk highway from Kajang, head to Putrajaya and take the Putrajaya exit, it is the first thing you see on your left.They have already put up the fence and cleared the land.","Feb 11 2014, 03:48 PM"
66,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"Umm, actually no. The hoarded area you're referring to isn't the one. The actual site is slightly further in (a couple of hundred meters). What you saw is probably what I marked down below (in blue). Its a pretty common misunderstanding from what I hear.","Feb 11 2014, 03:56 PM"
67,THE CLIO RESIDENCE @ IOI RESORT CITY ,VT7,"I heard that the hoarded area currently under construction is building shoplots and The Clio is located further in, at the left end which they are building a bridge directing from the mall to this parcel of development.The master plan looks like there are more to be developed and currently they have only one completed condo, the mall retail space >80% tenanted, more offices and hotel are upcoming too.Definitely good place to consider for investment. Looking forward for this project.","Feb 11 2014, 04:42 PM"
68,THE CLIO RESIDENCE @ IOI RESORT CITY ,12Digit,When will this project launch ? Interested with this project.,"Feb 11 2014, 04:58 PM"
69,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,It's targeted to launch around Sept-2014. I think the official website is not ready yet but you can register with them by emailing to property.marketingirc@ioigroup.com,"Feb 11 2014, 05:17 PM"
70,THE CLIO RESIDENCE @ IOI RESORT CITY ,mingyew,"just passby the site.Located just at the entrance of putrajaya, next to ioi city.Very dry and dull place at the moment and really depend on ioi city.","Feb 11 2014, 07:49 PM"
71,THE CLIO RESIDENCE @ IOI RESORT CITY ,VT7,"The mall you are referring to? That's where the investment values are right rather than buying at a matured township like pj, kl at the high psf price. I believed the property price there will increased substantially when the mall is completed and fully occupied. Even i think cyberjaya is selling now around 600-700++ psf. Hope they launch before the mall completion, pay less premium","Feb 11 2014, 08:23 PM"
72,THE CLIO RESIDENCE @ IOI RESORT CITY ,mingyew,"Actual site:2.964794, 101.720101","Feb 12 2014, 12:19 AM"
73,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Yup, it should be some place near there. If refer back to the master plan, this location should be where the hoardings are located, The Clio is slightly on the top more and further in from Persiaran Utara.","Feb 12 2014, 07:31 AM"
74,THE CLIO RESIDENCE @ IOI RESORT CITY ,mingyew,"if can link UNITEN, then VOILA~","Feb 12 2014, 09:26 AM"
75,THE CLIO RESIDENCE @ IOI RESORT CITY ,lamode,i dont think ppl go UNITEN would pay for this kind of rental.,"Feb 12 2014, 09:28 AM"
76,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,"As told by the SA, they have yet to fix the price for this project. But most probably will be around rm500-600 psf region. This puts the pricing of this development as similar to Dwiputra Residence in Presint 15, which is just 5 mins away.","Feb 12 2014, 10:22 AM"
77,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Agree You can refer to the Puteri Palma Condo behind the mall, the units are mostly renting to working expat around Cyberjaya, bangi and sepang at the rate of RM2,500 +/- for basic furnished units and RM3,500 +/- for a fully furnished units.","Feb 12 2014, 10:27 AM"
78,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"I don't think the residents would be particularly happy living with students either , since people who can afford the bigger sizes (1,388 sq. ft.) would be families, chances are. thinking back, it might turn out to be pretty much a family community, seeing that majority of the units will actually be the bigger ones.","Feb 12 2014, 02:47 PM"
79,THE CLIO RESIDENCE @ IOI RESORT CITY ,MoonRider,got url link to the homepage?,"Feb 12 2014, 04:25 PM"
80,THE CLIO RESIDENCE @ IOI RESORT CITY ,VT7,"Hopefully la ... tot Dwiputra launched long time ago still got unit meh? Putrajaya vs ioi resort and alamanda vs. ioi city mall, clio might have better advantage in terms of location, attractions, the mall size, environment and its long term township development... at least for my long term rental investment la =p Dwiputra i think is more for own stay. understand from the SA ioi resort is under selangor wor not w.p putrajaya. better right?","Feb 12 2014, 04:34 PM"
81,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,The Clio website is not ready yet. You can send in your registration to property.marketingirc@ioigroup.com or you can visitIOI Resort CityIOI Properties GroupIOI City Mall,"Feb 12 2014, 05:21 PM"
82,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,Working expat means non-Malaysian? So many of them with such demand? There is currently no commercial within IOI Resort City...,"Feb 12 2014, 06:03 PM"
83,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,"Yes, Dwiputra got a total of 4 blocks. 2 blocks sold out, 3rd block currently for sale and 4th block still not open for sale yet.I am also thinking the same, Dwiputra for own stay, Clio for investment.","Feb 13 2014, 10:16 AM"
84,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Yup, those IT professionals, contract oil & gas engineers, pilots & stewardess, lecturers from the international schools ie Alice Smith, Nexus and more and also John Hopkins / Perdana University. They are coming up with medical-city. These expat have the budget to rent and with the budget, they would opt for a place with better environment. The marriott hotel surprisingly is packed with business travellers, functions, conferences. For commercial, IOI City Mall is targeting to open end of this year and shop lots is currently under planning. Previously they mentioned about the hoarded area under construction, is for the shop lots.","Feb 13 2014, 01:46 PM"
85,THE CLIO RESIDENCE @ IOI RESORT CITY ,MoonRider,"just take note that beside putrajaya is cyberjaya ., the condo there is over supply .. thanks so might have issue renting out .. probaly govt servant will rent and not sure what rent price you expect from them for uniten there is alrady a new condo and goign to complet in 1-2 years","Feb 13 2014, 04:27 PM"
86,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,This is true. Future owners of Clio will have to rely on the proximity of this project with the IOI City Mall as the main attraction to rent or sell. Will govt servant rent here? Don't they have plenty of quarters and cheaper property in putrajaya?,"Feb 13 2014, 04:32 PM"
87,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"In the end, Capital Appreciation will all fall back to demand. This is itself will depend in a few things.- amenities (mall, access and facilities)- the immediate neighbours / surroundings- the community (which is slightly dependent on size - smaller units aren't able to cater for families)- the environment of the townshipThis is currently reflected in Puteri Palma, where the community is quite colourful. Units are occupied by multiple nationalities, Japs, Koreans, other Asians as well as Westerners (actual owners and rentals alike).There can be many reasons why they have chosen to be located there. While they may no longer purchaser (due to to 1mil threshold), rental is still a fair possibility (rental might look even more attractive now that they can no longer purchase) since most their living expenses (rental) are probably covered by the employing organisation one way or the other.This new limitation on the minimum purchase price might actually be used to our advantage","Feb 13 2014, 05:21 PM"
88,THE CLIO RESIDENCE @ IOI RESORT CITY ,MoonRider,if u thinking to rent to expat .. i dont think you get it .. my company i working with few mat salleh majority go to hartamas .. as the company will pay them the rental .. so for them hartamas is better choice due to the community and international schooland also mat salleh prefer condo with 1 -2 bedroom ... not 3 .. and can access to more western food restaurant .. even new ioi mall is going to complete soon .. there will be limiation of night life as the shop will close around 11pm following the mall operating hours .. friday night clubbing .. putrajaya yelek ...this is what i know as i work with a lot of mat salleh here...,"Feb 14 2014, 01:45 PM"
89,THE CLIO RESIDENCE @ IOI RESORT CITY ,VT7,"bro, if you dun mind me asking, where do you work? KL area? I can't see any reason why will they want to drive FORTY km to home after work yet factor in the jam hor compare to FORTEEN km traffic free lo.Or maybe for now they have no choice or yet found a better place nearby to rent? (i know few agent doing rental around south KV ^^) Wat i know hor, the expat enjoy healthier lifestlye la and do you know some expat comes with family? 1 bedroom units work only for those single with limited budget, students.... and normally they go to city centre only during the weekends for groceries to avoid the jam lo... and i think expat here not just limited to ""mat saleh"" right? hahaha... Malaysia famous for rojak la, we got cina, melayu, indian (and some mix of 2 to 3); expat can be mat salleh, kimchi bibimbap, japanese, india and etc ma...and speaking of international schools hor, you guess how many of them around putrajaya?","Feb 14 2014, 09:32 PM"
90,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Here are the list of educational institution:Rafflesia International and Private SchoolsAlice Smith International SchoolNexus International School PutrajayaTanah Rata International SchoolELC International School (Cyberjaya)Australian International School MalaysiaMultimedia Universiti (MMU)LimKokWing UniversityUniversity Putra Malaysia (UPM)Universiti Tenanga Nasional (UNITEN)Cyberjaya University College of Medical Sciences (CUCMS)Segi College Seri KembanganRoyal Islamic University of Malaysia (RIUM)Johns Hopkins University School of MedicineSome other facts on Cyberjaya (just for reference only)• Top employers in Cyberjaya:o Hewlett Packard (6,000 employees)o HSBC Bank (4,000 employees)o Shell (2,200 employees)o T-Systems (1,500 employees)o IBM (1,300 employees)IBM Invest RM1billion over the next five year (from Nov 2011) to build a new Global Delivery Center in Cyberjaya, Malaysia - will bring up to 3000 high-quality, knowledge-based jobso DHL (1,090 employees)o Dell (800 employees)• Population:o 53,000 in 2013 (expected to increase to 100,000 by 2016)o More than 30,000 knowledge-workers / local and International Professionals in Cyberjaya(IT, Oil & Gas)o Asia, Australasia, Europe, and America","Feb 14 2014, 09:43 PM"
91,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"Just a check man - do the mat sallehs you work with actually drive 80km back and forth with something like 6 tolls between everyday, since the assumption was that they work in Cyberjaya ? So that they have 'nightlife' every single day ?Or were you referring to elsewhere?","Feb 14 2014, 10:34 PM"
92,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Some facts on IOI City MallIOI City MallExpected operation – October 2014No. of Outlets: 350 specialty stores on 4 floorsGross Shopping Floor – 2.2 million sq ftNet lettable area (NLA) – 1.4 million sq ft(Phase 1 of 36 acres bigger than Midvalley Megamall (exclude Gardens))Gross Development Cost of RM1.5 millionEntertainment:-International Size Ice Skating Rink-13 Screens Cinema (operate by GSC)-District 21-Bowling Centre (operate by Wangsa Bowl)Anchor Tenant:ParksonTescoHomeProGSCAbout HomePro :""HomePro House Brand"" is the new quality, stylish and value alternative for house owners. HomePro provides 10 quality brands covering over 1,000 selections to respond to vast varieties of requirements from home repair for existing homes and house decorative for both new and existing homes.","Feb 17 2014, 11:31 AM"
93,THE CLIO RESIDENCE @ IOI RESORT CITY ,MoonRider,"working in mnc cyberjaya lol since 2006 till now .. .. just go and drive around lah at night see how many kuai lo there .. there is only 1 pub hop and grapes in cyerbajay even not many people there .. these kuai lo like to stay within the community ... unless i miss out equine or near to cyberjaya any kuai lo community? the nearest shopping mall to this clio is alamanda .. go and check out the business there . do you see kuai lo at alamanda?shaftburry kinda nice place but not many rental out .. cyberjaya itself too many condo .. oversupplyif not mistaken , they using mex and later interchange with kerinchi link .. they come to work round 9-9.30am and against traffic ...","Feb 17 2014, 12:38 PM"
94,THE CLIO RESIDENCE @ IOI RESORT CITY ,twincharger07,"53,000 in 2013 (expected to increase to 100,000 by 2016) <= how to increase by 100% in 3 years?the current daytime working population are made up of few huge MNC like HP, Shell, etc and 2 major uni like MMU and LKW.. any major news of mega MNC or huge uni campus coming in? any new construction of huge standalone offices like shell, ntt, ericsson, hp, hsbc?so working opportunity coming from small shoplot offices and retail like glomac, dpulze etc and intend to increase the population by another 50,000?","Feb 17 2014, 12:44 PM"
95,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"Morning traffic is definitely against traffic and acceptable. But evening going home traffic is very teruk. At least,1.5 hours on most days","Feb 18 2014, 10:51 PM"
96,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Agree. The night population there is very low, only around 20% of the day time population. You can check out Puteri Palma Condos & beverly row bungalows @ ioi resort city, Gita Bayu @ Serdang, and told by the SA when I visit to One South development last year, rented also at East Lake residence @ Serdang Perdana.+1 point to post #92, how many of us often go shopping on weekdays? They prefer to go city centre during the weekends to avoid the jam, that's why weekend crowd at all shopping mall are busier right? Just look at Ikea, one of their most preferred place, does all of them stay at damansara?By the time Clio completed, IOI City Mall will be celebrating its 3rd anniversary So why do we bother alamanda?","Feb 19 2014, 09:52 AM"
97,THE CLIO RESIDENCE @ IOI RESORT CITY ,nkhong,"The few ang mo that i work with last time in cyberjaya, they really travel all the way back to city and dont want to stay in cyber. They take taxi to erl and back to city. Sometimes they rent a car monthly. This might change in future if cyber become more happening maybe i am not sure. For other countries expat like china and india, yes they are more willing to stay in cyber and travel only weekend to city center.","Feb 19 2014, 12:33 PM"
98,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Aren't the companies you mentioned already have their standalone office? Btw, the numbers I just sourced from the net for forumers easy reference.More interesting news:Based on a 2010 survey by Stratos Consulting Group Sdn Bhd, there are 180,000 residents within a 15-minutes driving radius of Cyberjaya.This is projected to increase to 310,000 residents within 2014 and 2015, in tandem with the township's economic growth and the completion of a number of residential developments.Kan also pointed out that Cyberjaya has 500 companies with multimedia super corridor status, 40 multinational corporations as well as a working population of 76,900 people and 65,000 students.“The mall is projected to serve 450,000 people by end-2015. There is a lot of retail opportunities in this township as it is under-served.”The press released on Jan 2013, seems like the population has increased to 141,900?","Feb 19 2014, 12:39 PM"
99,THE CLIO RESIDENCE @ IOI RESORT CITY ,twincharger07,"Press can estimate figures but those who knows cyberjaya, live there, work there might see a different story..The companies that I had mentioned are existing standalone company which contribute to part of the current 50,000 day time population..my question is to make up another 50,000 population, where they come from? as I dont see they are building big MNC offices in Cyberjaya.. all they are building are small retail, offices, SOHO etc...","Feb 19 2014, 02:58 PM"
100,THE CLIO RESIDENCE @ IOI RESORT CITY ,xyyap,"Brother, u go & check?","Feb 19 2014, 03:01 PM"
101,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Good question but that is not our main point here as we are not solely focusing on the growth / investing in Cyberjaya are we? My point here is the potential of The Clio in terms of rental investment and the ""potential (working opportunities) growth"" of Cyberjaya; the no. of companies & working professionals; residential units demand (ex. SoHos) and ioi resort city as a resort township development neighbouring to Cyberjaya and located at the centre point between Puchong South, Seri Kembangan, Cyberjaya, Putrajaya and the upcoming Bangi / Sepang - ""The Southern Corridor"".","Feb 19 2014, 03:17 PM"
102,THE CLIO RESIDENCE @ IOI RESORT CITY ,szenyee,Wao.... Thanks for sharing such information...,"Feb 19 2014, 03:33 PM"
103,THE CLIO RESIDENCE @ IOI RESORT CITY ,szenyee,"Frankly speaking, there are a lot of major developers are building at Putrajaya or Cyberjaya currently. I believe they surely have done some discussion or studies before stepping into these ""Unique"" territories. The main concern might be how long IOI will take up to draw the crowd and to operate the mall. The mall will play a very important for the value appreciation around this area.Really interested in this property for investment and wish the price is within my budget. LOL..","Feb 22 2014, 07:39 PM"
104,THE CLIO RESIDENCE @ IOI RESORT CITY ,faizalmzain,"dwiputra and clio are not far to each other, clio is separated by road from the mall so it's not really walk-able.the distance clio to new mall perhaps more or less same distance as dwiputra to alamanda.","Feb 23 2014, 12:09 AM"
105,THE CLIO RESIDENCE @ IOI RESORT CITY ,faizalmzain,yes you have to cross 4-6 lanes? street to go to the new mall or walk by the flyover.,"Feb 23 2014, 11:14 PM"
106,THE CLIO RESIDENCE @ IOI RESORT CITY ,faizalmzain,"i studied in uniten, many students rent the condo though especially those rich kids.but that was more than 10 years back.","Feb 23 2014, 11:27 PM"
107,THE CLIO RESIDENCE @ IOI RESORT CITY ,faizalmzain,"what is kuai lo? mat salleh?i usually go to alamanda during the weekend, yes i did see quite a few mat salleh there but old mat salleh lah not sure they are living around there or not but of course not as many as in KL malls like klcc and pavilion.","Feb 25 2014, 12:51 AM"
108,THE CLIO RESIDENCE @ IOI RESORT CITY ,lamode,its planned for this year end wor,"Feb 26 2014, 02:10 PM"
109,THE CLIO RESIDENCE @ IOI RESORT CITY ,TSaccetera,IOI City Mall @ Putrajayasource: https://www.facebook.com/IOIResortCity,"Feb 26 2014, 06:09 PM"
